person,dept,eow,cause,cause_short,date,year,canine,dept_name,state,description,latitude,longitude,state_name
Detective Bob W. Branham,"Louisville Metro Police Department, KY","EOW: Tuesday, May 14, 2013",Cause of Death: Gunfire,Gunfire,5/14/2013,2013,FALSE,Louisville Metro Police Department,KY,Frankfort,38.186722,-84.875374,Kentucky
Deputy Sheriff Timothy Eugene Causey,"Horry County Sheriff's Office, SC","EOW: Sunday, May 19, 2013",Cause of Death: Fire,Fire,5/19/2013,2013,FALSE,Horry County Sheriff's Office,SC,Columbia,34.000343,-81.033211,South Carolina
Police Officer Daryl Michael Raetz,"Phoenix Police Department, AZ","EOW: Sunday, May 19, 2013",Cause of Death: Struck by vehicle,Struck by vehicle,5/19/2013,2013,FALSE,Phoenix Police Department,AZ,Phoenix,33.448143,-112.096962,Arizona
Police Officer Anthony DeJesus,"New York City Police Department, NY","EOW: Friday, May 24, 2013",Cause of Death: 9/11 related illness,9/11 related illness,5/24/2013,2013,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Jason Scott Ellis,"Bardstown Police Department, KY","EOW: Saturday, May 25, 2013",Cause of Death: Gunfire,Gunfire,5/25/2013,2013,FALSE,Bardstown Police Department,KY,Frankfort,38.186722,-84.875374,Kentucky
Detective Carmen M. Figueroa,"New York City Police Department, NY","EOW: Sunday, May 26, 2013",Cause of Death: 9/11 related illness,9/11 related illness,5/26/2013,2013,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
"Trooper Sean Michael O'Connell, Jr.","Washington State Patrol, WA","EOW: Friday, May 31, 2013",Cause of Death: Motorcycle accident,Motorcycle accident,5/31/2013,2013,FALSE,Washington State Patrol,WA,Olympia,47.035805,-122.905014,Washington
Sheriff Cody Don Carpenter,"Scott County Sheriff's Office, AR","EOW: Friday, May 31, 2013",Cause of Death: Drowned,Drowned,5/31/2013,2013,FALSE,Scott County Sheriff's Office,AR,Little Rock,34.746613,-92.288986,Arkansas
Wildlife Officer Joel Lee Campora,"Arkansas Game and Fish Commission, AR","EOW: Friday, May 31, 2013",Cause of Death: Drowned,Drowned,5/31/2013,2013,FALSE,Arkansas Game and Fish Commission,AR,Little Rock,34.746613,-92.288986,Arkansas
K9 Cooper,"Aiken County Sheriff's Office, SC","EOW: Friday, June 7, 2013",Cause of Death: Heat exhaustion,Heat exhaustion,6/7/2013,2013,TRUE,Aiken County Sheriff's Office,SC,Columbia,34.000343,-81.033211,South Carolina
Police Officer Nicholas G. Finelli,"New York City Police Department, NY","EOW: Saturday, June 8, 2013",Cause of Death: 9/11 related illness,9/11 related illness,6/8/2013,2013,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer William Jason Sprague,"Texarkana Police Department, TX","EOW: Saturday, June 15, 2013",Cause of Death: Vehicular assault,Vehicular assault,6/15/2013,2013,FALSE,Texarkana Police Department,TX,Austin,30.27467,-97.740349,Texas
Lieutenant Stanley Lewis Klingenschmidt,"Southern Pines Police Department, NC","EOW: Saturday, June 15, 2013",Cause of Death: Motorcycle accident,Motorcycle accident,6/15/2013,2013,FALSE,Southern Pines Police Department,NC,Raleigh,35.78043,-78.639099,North Carolina
K9 Spartacus,"Woodstock Police Department, GA","EOW: Monday, June 17, 2013",Cause of Death: Heat exhaustion,Heat exhaustion,6/17/2013,2013,TRUE,Woodstock Police Department,GA,Atlanta,33.749027,-84.388229,Georgia
K9 Shadow,"Hanahan Police Department, SC","EOW: Tuesday, June 18, 2013",Cause of Death: Training accident,Training accident,6/18/2013,2013,TRUE,Hanahan Police Department,SC,Columbia,34.000343,-81.033211,South Carolina
K9 Ronin,"Glendale Police Department, AZ","EOW: Thursday, June 20, 2013",Cause of Death: Gunfire,Gunfire,6/20/2013,2013,TRUE,Glendale Police Department,AZ,Phoenix,33.448143,-112.096962,Arizona
"Patrolman Daniel ""J.J."" Lomax","Forest City Borough Police Department, PA","EOW: Saturday, June 22, 2013",Cause of Death: Electrocuted,Electrocuted,6/22/2013,2013,FALSE,Forest City Borough Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
K9 Kilo,"Indiana State Police, IN","EOW: Monday, June 24, 2013",Cause of Death: Gunfire,Gunfire,6/24/2013,2013,TRUE,Indiana State Police,IN,Indianapolis,39.768623,-86.162643,Indiana
Deputy Sheriff Steven George Netherland,"Vernon Parish Sheriff's Office, LA","EOW: Monday, June 24, 2013",Cause of Death: Automobile accident,Automobile accident,6/24/2013,2013,FALSE,Vernon Parish Sheriff's Office,LA,Baton Rouge,30.457069,-91.187393,Louisiana
"Sergeant Lance Allen ""Lou"" McLean","Hood County Sheriff's Office, TX","EOW: Saturday, June 29, 2013",Cause of Death: Gunfire,Gunfire,6/29/2013,2013,FALSE,Hood County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Police Officer II Rodney Renee Thomas,"New Orleans Police Department, LA","EOW: Sunday, July 7, 2013",Cause of Death: Vehicular assault,Vehicular assault,7/7/2013,2013,FALSE,New Orleans Police Department,LA,Baton Rouge,30.457069,-91.187393,Louisiana
"Sergeant Leonard Robert Luna, Jr.","Hawthorne Police Department, CA","EOW: Monday, July 8, 2013",Cause of Death: Motorcycle accident,Motorcycle accident,7/8/2013,2013,FALSE,Hawthorne Police Department,CA,Sacramento,38.576668,-121.493629,California
Police Officer Robert Layden Hornsby,"Killeen Police Department, TX","EOW: Sunday, July 14, 2013",Cause of Death: Gunfire,Gunfire,7/14/2013,2013,FALSE,Killeen Police Department,TX,Austin,30.27467,-97.740349,Texas
Police Officer Bruce Daniel Jacob,"Jackson Police Department, MS","EOW: Saturday, July 20, 2013",Cause of Death: Struck by vehicle,Struck by vehicle,7/20/2013,2013,FALSE,Jackson Police Department,MS,Jackson,32.303848,-90.182106,Mississippi
Police Officer David Lee VanBuskirk,"Las Vegas Metropolitan Police Department, NV","EOW: Monday, July 22, 2013",Cause of Death: Fall,Fall,7/22/2013,2013,FALSE,Las Vegas Metropolitan Police Department,NV,Carson City,39.163914,-119.766121,Nevada
"Trooper Winston I. Martindale, Jr.","New York State Police, NY","EOW: Wednesday, July 24, 2013",Cause of Death: Fall,Fall,7/24/2013,2013,FALSE,New York State Police,NY,Albany,42.652843,-73.757874,New York
Corporal Thomas Keith Slay,"Columbus Police Department, GA","EOW: Tuesday, July 30, 2013",Cause of Death: Automobile accident,Automobile accident,7/30/2013,2013,FALSE,Columbus Police Department,GA,Atlanta,33.749027,-84.388229,Georgia
K9 Gus,"Florida Fish and Wildlife Conservation Commission, FL","EOW: Thursday, August 1, 2013",Cause of Death: Duty related illness,Duty related illness,8/1/2013,2013,TRUE,Florida Fish and Wildlife Conservation Commission,FL,Tallahassee,30.438118,-84.281296,Florida
K9 Kali,"Peru Police Department, IL","EOW: Saturday, August 3, 2013",Cause of Death: Automobile accident,Automobile accident,8/3/2013,2013,TRUE,Peru Police Department,IL,Springfield,39.798363,-89.654961,Illinois
Deputy Sheriff Jeff G. Watson,"St. Charles Parish Sheriff's Office, LA","EOW: Sunday, August 4, 2013",Cause of Death: Automobile accident,Automobile accident,8/4/2013,2013,FALSE,St. Charles Parish Sheriff's Office,LA,Baton Rouge,30.457069,-91.187393,Louisiana
Sergeant Michael L. Wilson,"Charlotte County Sheriff's Office, FL","EOW: Monday, August 5, 2013",Cause of Death: Gunfire,Gunfire,8/5/2013,2013,FALSE,Charlotte County Sheriff's Office,FL,Tallahassee,30.438118,-84.281296,Florida
Deputy Sheriff Chad D. Shaw,"McCracken County Sheriff's Office, KY","EOW: Tuesday, August 6, 2013",Cause of Death: Heart attack,Heart attack,8/6/2013,2013,FALSE,McCracken County Sheriff's Office,KY,Frankfort,38.186722,-84.875374,Kentucky
"Sergeant Jorge Luis ""JL"" Garcia","Pharr Police Department, TX","EOW: Friday, August 9, 2013",Cause of Death: Automobile accident,Automobile accident,8/9/2013,2013,FALSE,Pharr Police Department,TX,Austin,30.27467,-97.740349,Texas
Police Officer I Ivorie Gerhard Klusmann,"DeKalb County Police Department, GA","EOW: Saturday, August 10, 2013",Cause of Death: Automobile accident,Automobile accident,8/10/2013,2013,FALSE,DeKalb County Police Department,GA,Atlanta,33.749027,-84.388229,Georgia
Police Officer Francis T. Pitone,"New York City Police Department, NY","EOW: Sunday, August 11, 2013",Cause of Death: 9/11 related illness,9/11 related illness,8/11/2013,2013,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Jonathan R. Long,"Akron Police Department, OH","EOW: Thursday, August 15, 2013",Cause of Death: Vehicle pursuit,Vehicle pursuit,8/15/2013,2013,FALSE,Akron Police Department,OH,Columbus,39.961346,-82.999069,Ohio
Trooper William P. Keane,"New York State Police, NY","EOW: Friday, August 23, 2013",Cause of Death: Heart attack,Heart attack,8/23/2013,2013,FALSE,New York State Police,NY,Albany,42.652843,-73.757874,New York
Police Officer I Jason L. Schneider,"Baltimore County Police Department, MD","EOW: Wednesday, August 28, 2013",Cause of Death: Gunfire,Gunfire,8/28/2013,2013,FALSE,Baltimore County Police Department,MD,Annapolis,38.978764,-76.490936,Maryland
Sergeant Derek Ray Johnson,"Draper Police Department, UT","EOW: Sunday, September 1, 2013",Cause of Death: Gunfire,Gunfire,9/1/2013,2013,FALSE,Draper Police Department,UT,Salt Lake City,40.777477,-111.888237,Utah
Deputy Sheriff Michael Neal Freeman,"Harrison County Sheriff's Office, TX","EOW: Sunday, September 8, 2013",Cause of Death: Vehicle pursuit,Vehicle pursuit,9/8/2013,2013,FALSE,Harrison County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
"Trooper Paul Kenyon Butterfield, II","Michigan State Police, MI","EOW: Monday, September 9, 2013",Cause of Death: Gunfire,Gunfire,9/9/2013,2013,FALSE,Michigan State Police,MI,Lansing,42.733635,-84.555328,Michigan
Deputy Sheriff David E. Allford,"Okfuskee County Sheriff's Office, OK","EOW: Wednesday, September 11, 2013",Cause of Death: Automobile accident,Automobile accident,9/11/2013,2013,FALSE,Okfuskee County Sheriff's Office,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
K9 Max,"Miami Gardens Police Department, FL","EOW: Friday, September 13, 2013",Cause of Death: Accidental,Accidental,9/13/2013,2013,TRUE,Miami Gardens Police Department,FL,Tallahassee,30.438118,-84.281296,Florida
Police Officer Jamie Daniel Buenting,"Rockwell City Police Department, IA","EOW: Friday, September 13, 2013",Cause of Death: Gunfire,Gunfire,9/13/2013,2013,FALSE,Rockwell City Police Department,IA,Des Moines,41.591087,-93.603729,Iowa
Police Officer Rodney Wayne Jones,"Detroit Police Department, MI","EOW: Saturday, September 14, 2013",Cause of Death: Duty related illness,Duty related illness,9/14/2013,2013,FALSE,Detroit Police Department,MI,Lansing,42.733635,-84.555328,Michigan
Sergeant Sheryl A. Pierce,"South Londonderry Township Police Department, PA","EOW: Saturday, September 14, 2013",Cause of Death: Duty related illness,Duty related illness,9/14/2013,2013,FALSE,South Londonderry Township Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Investigator Michael Dale Stockwell,"Orange Beach Police Department, AL","EOW: Tuesday, September 17, 2013",Cause of Death: Automobile accident,Automobile accident,9/17/2013,2013,FALSE,Orange Beach Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
Police Officer Rod Lee Bradway,"Indianapolis Metropolitan Police Department, IN","EOW: Friday, September 20, 2013",Cause of Death: Gunfire,Gunfire,9/20/2013,2013,FALSE,Indianapolis Metropolitan Police Department,IN,Indianapolis,39.768623,-86.162643,Indiana
Police Officer Jon Steven Coutchie,"Laguna Beach Police Department, CA","EOW: Saturday, September 21, 2013",Cause of Death: Motorcycle accident,Motorcycle accident,9/21/2013,2013,FALSE,Laguna Beach Police Department,CA,Sacramento,38.576668,-121.493629,California
Deputy Sheriff Daniel Rivera,"Broward County Sheriff's Office, FL","EOW: Saturday, September 21, 2013",Cause of Death: Automobile accident,Automobile accident,9/21/2013,2013,FALSE,Broward County Sheriff's Office,FL,Tallahassee,30.438118,-84.281296,Florida
"Deputy Sheriff Billy F. ""Bubba"" Kennedy","Upton County Sheriff's Department, TX","EOW: Wednesday, October 2, 2013",Cause of Death: Gunfire,Gunfire,10/2/2013,2013,FALSE,Upton County Sheriff's Department,TX,Austin,30.27467,-97.740349,Texas
Police Officer James M. Burke,"New York City Police Department, NY","EOW: Sunday, October 6, 2013",Cause of Death: 9/11 related illness,9/11 related illness,10/6/2013,2013,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Lieutenant Clay D. Crabb,"Austin Police Department, TX","EOW: Wednesday, October 16, 2013",Cause of Death: Automobile accident,Automobile accident,10/16/2013,2013,FALSE,Austin Police Department,TX,Austin,30.27467,-97.740349,Texas
Detective Steven Hom,"New York City Police Department, NY","EOW: Saturday, October 19, 2013",Cause of Death: 9/11 related illness,9/11 related illness,10/19/2013,2013,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Patrick E. Hill,"Detroit Police Department, MI","EOW: Saturday, October 19, 2013",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),10/19/2013,2013,FALSE,Detroit Police Department,MI,Lansing,42.733635,-84.555328,Michigan
Corporal Keith A. Crenshaw,"Eupora Police Department, MS","EOW: Wednesday, October 23, 2013",Cause of Death: Struck by vehicle,Struck by vehicle,10/23/2013,2013,FALSE,Eupora Police Department,MS,Jackson,32.303848,-90.182106,Mississippi
Senior Police Officer Robert A. Bingaman,"Asheville Police Department, NC","EOW: Tuesday, October 29, 2013",Cause of Death: Automobile accident,Automobile accident,10/29/2013,2013,FALSE,Asheville Police Department,NC,Raleigh,35.78043,-78.639099,North Carolina
K9 Draco,"Pontiac Police Department, IL","EOW: Wednesday, October 30, 2013",Cause of Death: Automobile accident,Automobile accident,10/30/2013,2013,TRUE,Pontiac Police Department,IL,Springfield,39.798363,-89.654961,Illinois
Police Officer Casey J. Kohlmeier,"Pontiac Police Department, IL","EOW: Wednesday, October 30, 2013",Cause of Death: Vehicular assault,Vehicular assault,10/30/2013,2013,FALSE,Pontiac Police Department,IL,Springfield,39.798363,-89.654961,Illinois
K9 Maco,"Dinwiddie County Sheriff's Office, VA","EOW: Friday, November 1, 2013",Cause of Death: Struck by vehicle,Struck by vehicle,11/1/2013,2013,TRUE,Dinwiddie County Sheriff's Office,VA,Richmond,37.538857,-77.43364,Virginia
Police Chief Steven K. Fleming,"Gainesville Police Department, TX","EOW: Friday, November 1, 2013",Cause of Death: Fall,Fall,11/1/2013,2013,FALSE,Gainesville Police Department,TX,Austin,30.27467,-97.740349,Texas
Reserve Officer Robert A. Libke,"Oregon City Police Department, OR","EOW: Monday, November 4, 2013",Cause of Death: Gunfire,Gunfire,11/4/2013,2013,FALSE,Oregon City Police Department,OR,Salem,44.938461,-123.030403,Oregon
Sergeant Daniel Verle Davis,"Phenix City Police Department, AL","EOW: Sunday, November 10, 2013",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),11/10/2013,2013,FALSE,Phenix City Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
Trooper Ross M. Riley,"New York State Police, NY","EOW: Wednesday, November 20, 2013",Cause of Death: Fall,Fall,11/20/2013,2013,FALSE,New York State Police,NY,Albany,42.652843,-73.757874,New York
Detective Michael R. Henry,"New York City Police Department, NY","EOW: Thursday, November 28, 2013",Cause of Death: 9/11 related illness,9/11 related illness,11/28/2013,2013,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Deputy Sheriff Joseph C. Antwine,"Florence County Sheriff's Office, SC","EOW: Friday, November 29, 2013",Cause of Death: Automobile accident,Automobile accident,11/29/2013,2013,FALSE,Florence County Sheriff's Office,SC,Columbia,34.000343,-81.033211,South Carolina
Sergeant Robert W. Baron,"Sandoval County Sheriff's Office, NM","EOW: Friday, December 6, 2013",Cause of Death: Struck by vehicle,Struck by vehicle,12/6/2013,2013,FALSE,Sandoval County Sheriff's Office,NM,Santa Fe,35.68224,-105.939728,New Mexico
Deputy Sheriff Adam J. Davis,"Bell County Sheriff's Office, TX","EOW: Wednesday, December 11, 2013",Cause of Death: Automobile accident,Automobile accident,12/11/2013,2013,FALSE,Bell County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Sergeant Ronald L. Ray,"Shelby County Sheriff's Office, TN","EOW: Tuesday, December 17, 2013",Cause of Death: Heart attack,Heart attack,12/17/2013,2013,FALSE,Shelby County Sheriff's Office,TN,Nashville,36.16581,-86.784241,Tennessee
Trooper David W. Cunniff,"New York State Police, NY","EOW: Tuesday, December 17, 2013",Cause of Death: Automobile accident,Automobile accident,12/17/2013,2013,FALSE,New York State Police,NY,Albany,42.652843,-73.757874,New York
Deputy Sheriff Clinton H. Frazier,"Union County Sheriff's Office, MS","EOW: Wednesday, December 18, 2013",Cause of Death: Vehicle pursuit,Vehicle pursuit,12/18/2013,2013,FALSE,Union County Sheriff's Office,MS,Jackson,32.303848,-90.182106,Mississippi
Sergeant Investigator Fredrich Adam Sowders,"Burleson County Sheriff's Office, TX","EOW: Thursday, December 19, 2013",Cause of Death: Gunfire,Gunfire,12/19/2013,2013,FALSE,Burleson County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Investigator II Cuauhtemoc Estrada,"Cook County Sheriff's Office - Department of Court Services, IL","EOW: Friday, December 20, 2013",Cause of Death: Gunfire,Gunfire,12/20/2013,2013,FALSE,Cook County Sheriff's Office - Department of Court Services,IL,Springfield,39.798363,-89.654961,Illinois
"Police Officer Robert Carey Deckard, Jr.","San Antonio Police Department, TX","EOW: Friday, December 20, 2013",Cause of Death: Gunfire,Gunfire,12/20/2013,2013,FALSE,San Antonio Police Department,TX,Austin,30.27467,-97.740349,Texas
Investigator Jeffrey Hugh Bryant,"Centre Police Department, AL","EOW: Friday, December 20, 2013",Cause of Death: Automobile accident,Automobile accident,12/20/2013,2013,FALSE,Centre Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
Police Officer Cheryl D. Johnson,"New York City Police Department, NY","EOW: Sunday, December 22, 2013",Cause of Death: 9/11 related illness,9/11 related illness,12/22/2013,2013,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
"Sergeant Kevin ""Gale"" Stauffer, Jr.","Tupelo Police Department, MS","EOW: Monday, December 23, 2013",Cause of Death: Gunfire,Gunfire,12/23/2013,2013,FALSE,Tupelo Police Department,MS,Jackson,32.303848,-90.182106,Mississippi
Correctional Deputy Jeremy Wayne Meyst,"Tulare County Sheriff's Office, CA","EOW: Tuesday, December 24, 2013",Cause of Death: Automobile accident,Automobile accident,12/24/2013,2013,FALSE,Tulare County Sheriff's Office,CA,Sacramento,38.576668,-121.493629,California
Detective Christopher Strucker,"New York City Police Department, NY","EOW: Friday, January 3, 2014",Cause of Death: 9/11 related illness,9/11 related illness,1/3/2014,2014,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
"Deputy Sheriff David T. ""Bubba"" Johnson","Montgomery County Sheriff's Office, TN","EOW: Sunday, January 12, 2014",Cause of Death: Automobile accident,Automobile accident,1/12/2014,2014,FALSE,Montgomery County Sheriff's Office,TN,Nashville,36.16581,-86.784241,Tennessee
Deputy Sheriff Terry B. Fisher,"Oklahoma County Sheriff's Office, OK","EOW: Sunday, January 12, 2014",Cause of Death: Heart attack,Heart attack,1/12/2014,2014,FALSE,Oklahoma County Sheriff's Office,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
Detective Angel Creagh,"New York City Police Department, NY","EOW: Tuesday, January 14, 2014",Cause of Death: 9/11 related illness,9/11 related illness,1/14/2014,2014,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
"Detective Sergeant Thomas A. Smith, Jr","Bay Area Rapid Transit Police Department, CA","EOW: Tuesday, January 21, 2014",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),1/21/2014,2014,FALSE,Bay Area Rapid Transit Police Department,CA,Sacramento,38.576668,-121.493629,California
Police Officer Perry T. Villani,"New York City Police Department, NY","EOW: Tuesday, January 21, 2014",Cause of Death: 9/11 related illness,9/11 related illness,1/21/2014,2014,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Undersheriff Brian D. Beck,"Washita County Sheriff's Office, OK","EOW: Thursday, January 23, 2014",Cause of Death: Vehicle pursuit,Vehicle pursuit,1/23/2014,2014,FALSE,Washita County Sheriff's Office,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
Police Officer Kristian Daniel Willhight,"Burns Flat Police Department, OK","EOW: Thursday, January 23, 2014",Cause of Death: Vehicle pursuit,Vehicle pursuit,1/23/2014,2014,FALSE,Burns Flat Police Department,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
K9 Gorky,"Davie County Sheriff's Office, NC","EOW: Thursday, January 23, 2014",Cause of Death: Gunfire,Gunfire,1/23/2014,2014,TRUE,Davie County Sheriff's Office,NC,Raleigh,35.78043,-78.639099,North Carolina
Sergeant David M. Baldwin,"Jefferson County Sheriff's Office, CO","EOW: Sunday, January 26, 2014",Cause of Death: Motorcycle accident,Motorcycle accident,1/26/2014,2014,FALSE,Jefferson County Sheriff's Office,CO,Denver,39.739227,-104.984856,Colorado
Reserve Deputy Eddie Maurice Hamer,"Hardeman County Sheriff's Office, TN","EOW: Monday, January 27, 2014",Cause of Death: Automobile accident,Automobile accident,1/27/2014,2014,FALSE,Hardeman County Sheriff's Office,TN,Nashville,36.16581,-86.784241,Tennessee
K9 Jager,"Petersburg Police Department, VA","EOW: Monday, January 27, 2014",Cause of Death: Fall,Fall,1/27/2014,2014,TRUE,Petersburg Police Department,VA,Richmond,37.538857,-77.43364,Virginia
"Deputy Sheriff Carlos Papillion, Jr.","St. Landry Parish Sheriff's Office, LA","EOW: Tuesday, January 28, 2014",Cause of Death: Heart attack,Heart attack,1/28/2014,2014,FALSE,St. Landry Parish Sheriff's Office,LA,Baton Rouge,30.457069,-91.187393,Louisiana
Sergeant Cory Blake Wride,"Utah County Sheriff's Office, UT","EOW: Thursday, January 30, 2014",Cause of Death: Gunfire,Gunfire,1/30/2014,2014,FALSE,Utah County Sheriff's Office,UT,Salt Lake City,40.777477,-111.888237,Utah
K9 Rocco,"Pittsburgh Police Department, PA","EOW: Thursday, January 30, 2014",Cause of Death: Stabbed,Stabbed,1/30/2014,2014,TRUE,Pittsburgh Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
"Deputy Sheriff Percy Lee House, III","Greensville County Sheriff's Office, VA","EOW: Friday, January 31, 2014",Cause of Death: Automobile accident,Automobile accident,1/31/2014,2014,FALSE,Greensville County Sheriff's Office,VA,Richmond,37.538857,-77.43364,Virginia
Deputy Sheriff Jonathan Scott Pine,"Orange County Sheriff's Office, FL","EOW: Tuesday, February 11, 2014",Cause of Death: Gunfire,Gunfire,2/11/2014,2014,FALSE,Orange County Sheriff's Office,FL,Tallahassee,30.438118,-84.281296,Florida
Correctional Officer Amanda Beth Baker,"Scotts Bluff County Detention Center, NE","EOW: Sunday, February 16, 2014",Cause of Death: Assault,Assault,2/16/2014,2014,FALSE,Scotts Bluff County Detention Center,NE,Lincoln,40.808075,-96.699654,Nebraska
Officer Juan Jaime Gonzalez,"California Highway Patrol, CA","EOW: Monday, February 17, 2014",Cause of Death: Automobile accident,Automobile accident,2/17/2014,2014,FALSE,California Highway Patrol,CA,Sacramento,38.576668,-121.493629,California
Officer Brian Mitchio Law,"California Highway Patrol, CA","EOW: Monday, February 17, 2014",Cause of Death: Automobile accident,Automobile accident,2/17/2014,2014,FALSE,California Highway Patrol,CA,Sacramento,38.576668,-121.493629,California
Detective John Thomas Hobbs,"Phoenix Police Department, AZ","EOW: Monday, March 3, 2014",Cause of Death: Gunfire,Gunfire,3/3/2014,2014,FALSE,Phoenix Police Department,AZ,Phoenix,33.448143,-112.096962,Arizona
"Captain Ronald G. Peifer, Sr.","New York City Police Department, NY","EOW: Wednesday, March 5, 2014",Cause of Death: 9/11 related illness,9/11 related illness,3/5/2014,2014,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer III Nicholas Choung Lee,"Los Angeles Police Department, CA","EOW: Friday, March 7, 2014",Cause of Death: Automobile accident,Automobile accident,3/7/2014,2014,FALSE,Los Angeles Police Department,CA,Sacramento,38.576668,-121.493629,California
"Police Officer Derek Andrew ""Chip"" Hansen","Wapato Police Department, WA","EOW: Saturday, March 8, 2014",Cause of Death: Duty related illness,Duty related illness,3/8/2014,2014,FALSE,Wapato Police Department,WA,Olympia,47.035805,-122.905014,Washington
Police Officer Marc Uland Kelley,"Trinity University Police Department, TX","EOW: Friday, March 14, 2014",Cause of Death: Heart attack,Heart attack,3/14/2014,2014,FALSE,Trinity University Police Department,TX,Austin,30.27467,-97.740349,Texas
Detective Robert A. Montanez,"New York City Police Department, NY","EOW: Sunday, March 16, 2014",Cause of Death: 9/11 related illness,9/11 related illness,3/16/2014,2014,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer James Patrick Morrissy,"Oak Forest Police Department, IL","EOW: Monday, March 17, 2014",Cause of Death: Automobile accident,Automobile accident,3/17/2014,2014,FALSE,Oak Forest Police Department,IL,Springfield,39.798363,-89.654961,Illinois
"Chief Deputy Sheriff Allen Ray ""Pete"" Richardson","Lafayette County Sheriff's Office, AR","EOW: Monday, March 17, 2014",Cause of Death: Vehicular assault,Vehicular assault,3/17/2014,2014,FALSE,Lafayette County Sheriff's Office,AR,Little Rock,34.746613,-92.288986,Arkansas
Deputy Sheriff Ricky Paul Del Fiorentino,"Mendocino County Sheriff's Office, CA","EOW: Wednesday, March 19, 2014",Cause of Death: Gunfire,Gunfire,3/19/2014,2014,FALSE,Mendocino County Sheriff's Office,CA,Sacramento,38.576668,-121.493629,California
Police Officer Robert Gordon German,"Windermere Police Department, FL","EOW: Saturday, March 22, 2014",Cause of Death: Gunfire,Gunfire,3/22/2014,2014,FALSE,Windermere Police Department,FL,Tallahassee,30.438118,-84.281296,Florida
Police Officer Mark Hayden Larson,"Jacksonville Sheriff's Office, FL","EOW: Monday, March 24, 2014",Cause of Death: Vehicular assault,Vehicular assault,3/24/2014,2014,FALSE,Jacksonville Sheriff's Office,FL,Tallahassee,30.438118,-84.281296,Florida
Patrolman Alexander Edward Thalmann,"New Bern Police Department, NC","EOW: Monday, March 31, 2014",Cause of Death: Gunfire,Gunfire,3/31/2014,2014,FALSE,New Bern Police Department,NC,Raleigh,35.78043,-78.639099,North Carolina
"Police Officer David Wayne Smith, Jr.","Johnson City Police Department, NY","EOW: Monday, March 31, 2014",Cause of Death: Gunfire,Gunfire,3/31/2014,2014,FALSE,Johnson City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer Gregory T. Maloney,"Plymouth Police Department, MA","EOW: Tuesday, April 1, 2014",Cause of Death: Motorcycle accident,Motorcycle accident,4/1/2014,2014,FALSE,Plymouth Police Department,MA,Boston,42.358162,-71.063698,Massachusetts
Deputy Sheriff Ernest T. Franklin,"Barren County Sheriff's Office, KY","EOW: Wednesday, April 2, 2014",Cause of Death: Automobile accident,Automobile accident,4/2/2014,2014,FALSE,Barren County Sheriff's Office,KY,Frankfort,38.186722,-84.875374,Kentucky
Detective John J. Marshall,"New York City Police Department, NY","EOW: Sunday, April 6, 2014",Cause of Death: 9/11 related illness,9/11 related illness,4/6/2014,2014,FALSE,New York City Police Department,NY,Albany,42.652843,-73.757874,New York
Police Officer II Christopher Alan Cortijo,"Los Angeles Police Department, CA","EOW: Wednesday, April 9, 2014",Cause of Death: Vehicular assault,Vehicular assault,4/9/2014,2014,FALSE,Los Angeles Police Department,CA,Sacramento,38.576668,-121.493629,California
